,ID ANUNCIIO,ID SCRAPE,CANTIDAD ANUNCIOS,CANTIDAD TOTAL ANUNCIOS,LATITUD,LONGITUD,CAPACIDAD,BAÑOS,DORMITORIOS,CAMAS,NOCHES MINIMAS,NOCHES MAXIMAS,MINIMO NOCHES MINIMAS,MAXIMO NOCHES MINIMAS,MINIMO NOCHES MAXIMAS,MAXIMO NOCHES MAXIMAS,PROMEDIO NOCHES MINIMAS,PROMEDIO NOCHES MAXIMAS,DISPONIBILIDAD 30D,DISPONIBILIDAD 60D,DISPONIBILIDAD 90D,DISPONIBILIDAD 365D,CANTIDAD REVIEWS,REVIEWS ULTIMOS 12M,REVIEWS ULTIMOS 30D,PUNTAJE RATING,PUNTAJE PRECISION,PUNTAJE LIMPIEZA,PUNTAJE CHECKIN,PUNTAJE COMUNICACION,PUNTAJE UBICACION,PUNTAJE VALOR,ANUNCIOS ANFITRION,ANUNCIOS HOGAR COMPLETO,ANUNCIOS HABITACION PRIVADA,ANUNCIOS HABITACION COMPARTIDA,REVIEWS POR MES,FUENTE INFO,NOMBRE ANFITRION,FECHA INICIO ANFITRION,TIEMPO DE RESPUESTA,TASA DE RESPUESTA,TASA DE ACEPTACION,SUPERANFITRION,TIPO DE PROPIEDAD,TIPO DE CUARTO,AMENIDADES,PRECIO,TIENE DISPONIBILIDAD,RESERVA INSTANTANEA
2390,1191800763662934218,20241229042300,1,3,46.2123316852011,6.1482571755938,4,1.0,1.0,1.0,3,90,1,3,90,90,2.9,90.0,24,54,84,115,0,0,0,4.7,4.8,4.7,4.8,4.8,4.8,4.6,1,1,0,0,1.0,city scrape,Nanki Kaur,2014-06-05,within a day,67%,22%,f,Entire rental unit,Entire home/apt,"[""Paid parking garage off premises"", ""Hair dryer"", ""Long term stays allowed"", ""Hot water kettle"", ""Lake access"", ""Bathtub"", ""Freezer"", ""Books and reading material"", ""Laundromat nearby"", ""Washer"", ""Outdoor furniture"", ""Central heating"", ""Dishes and silverware"", ""Kitchen"", ""Dedicated workspace"", ""Portable fans"", ""Drying rack for clothing"", ""Clothing storage"", ""Smoke alarm"", ""Oven"", ""Body soap"", ""Refrigerator"", ""Climbing wall"", ""Hot water"", ""TV"", ""Wifi""]",$88.00,t,f
2391,1191817695235840580,20241229042300,2,2,46.2172048408293,6.13250447679969,2,1.0,1.0,2.0,3,365,2,7,365,365,3.1,365.0,4,19,22,22,3,3,1,5.0,5.0,4.67,5.0,5.0,4.33,4.67,1,1,0,0,1.13,city scrape,Luan,2014-03-26,within a few hours,80%,62%,f,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Conditioner"", ""Hot water kettle"", ""Freezer"", ""Stove"", ""Wine glasses"", ""Dishes and silverware"", ""Kitchen"", ""Shower gel"", ""Dining table"", ""Exterior security cameras on property"", ""Rice maker"", ""Bed linens"", ""Iron"", ""Coffee maker"", ""Oven"", ""Toaster"", ""Body soap"", ""Host greets you"", ""Refrigerator"", ""Dishwasher"", ""Microwave"", ""Heating"", ""Cleaning products"", ""Cooking basics"", ""Hot water"", ""TV"", ""Shampoo"", ""Wifi"", ""Blender""]",$107.00,t,f
2392,1191817884198004994,20241229042300,1,1,46.22371,6.12604,2,1.5,1.0,1.0,7,365,3,7,365,365,6.9,365.0,0,0,9,95,9,9,1,4.89,5.0,4.89,5.0,5.0,4.78,4.67,1,1,0,0,1.53,city scrape,Mijail,2018-11-01,within an hour,100%,100%,f,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Hot water kettle"", ""Freezer"", ""Books and reading material"", ""Stove"", ""Washer"", ""Wine glasses"", ""Outdoor furniture"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Shower gel"", ""Dining table"", ""Coffee"", ""Dedicated workspace"", ""Hangers"", ""Iron"", ""Sound system"", ""Coffee maker"", ""Clothing storage"", ""Oven"", ""Body soap"", ""Outdoor dining area"", ""Patio or balcony"", ""Free parking on premises"", ""Refrigerator"", ""Dishwasher"", ""Microwave"", ""Heating"", ""Cleaning products"", ""Cooking basics"", ""Hot water"", ""TV"", ""Air conditioning"", ""Shampoo"", ""Wifi"", ""Blender"", ""Room-darkening shades""]",$75.00,t,f
2393,1191944328289791563,20241229042300,1,1,46.25436,6.14831,1,1.0,1.0,1.0,30,365,30,30,365,365,30.0,365.0,23,53,83,358,0,0,0,4.7,4.8,4.7,4.8,4.8,4.8,4.6,1,0,1,0,1.0,city scrape,Binyang,2022-01-28,,,,f,Private room in home,Private room,"[""Free parking on premises"", ""Wifi"", ""Lake access"", ""Washer"", ""TV"", ""Dedicated workspace"", ""First aid kit"", ""Kitchen"", ""Lock on bedroom door""]",$64.00,,f
2394,1192540080419515782,20241229042300,1,2,46.19624,6.13962,2,1.2,1.0,1.6,8,15,8,8,15,15,8.0,15.0,0,0,0,0,0,0,0,4.7,4.8,4.7,4.8,4.8,4.8,4.6,1,1,0,0,1.0,previous scrape,Caroline,2016-03-01,,,0%,f,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Private backyard \u2013 Fully fenced"", ""Hot water kettle"", ""Coffee maker: espresso machine, pour-over coffee"", ""Freezer"", ""Washer"", ""Breakfast"", ""Other induction stove"", ""First aid kit"", ""Dishes and silverware"", ""Kitchen"", ""Portable heater"", ""Essentials"", ""Baking sheet"", ""Elevator"", ""Shower gel"", ""Dining table"", ""Coffee"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Hangers"", ""Exercise equipment"", ""Iron"", ""Drying rack for clothing"", ""Clothing storage: wardrobe"", ""Oven"", ""Toaster"", ""Body soap"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Microwave"", ""Cleaning products"", ""Paid parking on premises"", ""Cooking basics"", ""Hot water"", ""TV"", ""Air conditioning"", ""Shampoo"", ""Wifi"", ""Blender""]",,t,f
2395,1193403437882488977,20241229042300,2,2,46.22881,6.12396,4,1.0,2.0,2.0,2,365,2,2,365,365,2.0,365.0,23,43,73,267,3,3,0,4.67,4.67,4.67,4.67,4.67,4.67,4.33,2,2,0,0,1.36,city scrape,Marianne,2016-01-27,within an hour,100%,100%,f,Entire rental unit,Entire home/apt,"[""Bathtub"", ""Carbon monoxide alarm"", ""Central heating"", ""Kitchen"", ""Private patio or balcony"", ""Essentials"", ""Shower gel"", ""Coffee maker: Nespresso"", ""Dedicated workspace"", ""Bed linens"", ""Smoke alarm"", ""Oven"", ""Electric stove"", ""Free parking on premises"", ""Refrigerator"", ""Dishwasher"", ""Microwave"", ""Pool"", ""Cleaning products"", ""Cooking basics"", ""Hot water"", ""TV"", ""Shampoo"", ""Wifi""]",$276.00,t,f
2396,1193550558100537709,20241229042300,1,1,46.20033,6.13598,4,1.2,2.0,1.6,4,365,4,4,365,365,4.0,365.0,0,0,0,0,0,0,0,4.7,4.8,4.7,4.8,4.8,4.8,4.6,1,1,0,0,1.0,previous scrape,Radomir,2024-07-04,,,,f,Entire rental unit,Entire home/apt,"[""Paid parking on premises"", ""Washer"", ""TV"", ""Dedicated workspace"", ""Wifi"", ""Kitchen""]",,t,f
2397,1195467738769239282,20241229042300,1,1,46.2106454040778,6.12890090793371,1,1.2,1.0,1.6,3,120,3,3,120,120,3.0,120.0,0,0,0,0,5,5,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.03,previous scrape,Blerine,2016-06-12,within a few hours,100%,53%,f,Entire condo,Entire home/apt,"[""Hair dryer"", ""Bathtub"", ""Washer"", ""Kitchen"", ""Shower gel"", ""Dedicated workspace"", ""Bed linens"", ""Hangers"", ""Iron"", ""Clothing storage"", ""Body soap"", ""Heating"", ""Cleaning products"", ""Extra pillows and blankets"", ""Hot water"", ""TV"", ""Shampoo"", ""Wifi"", ""Room-darkening shades""]",,t,f
2398,1196373798101851987,20241229042300,13,13,46.24821,6.22889,2,1.0,1.0,1.0,3,365,3,3,365,365,3.0,365.0,0,27,57,237,0,0,0,4.7,4.8,4.7,4.8,4.8,4.8,4.6,1,1,0,0,1.0,city scrape,Nadège Noëlle Elodie,2024-05-24,within an hour,94%,86%,f,Entire rental unit,Entire home/apt,"[""Freezer"", ""Central heating"", ""Dishes and silverware"", ""Kitchen"", ""Private patio or balcony"", ""Baking sheet"", ""Dining table"", ""Dedicated workspace"", ""Bed linens"", ""Other stove"", ""Clothing storage: closet"", ""Washer \u2013\u00a0In unit"", ""Smoke alarm"", ""Oven"", ""Free parking on premises"", ""Refrigerator"", ""Dishwasher"", ""Microwave"", ""Cooking basics"", ""TV"", ""Wifi""]",$60.00,t,f
2399,1196430804886692990,20241229042300,1,1,46.2024,6.16252,2,1.0,1.0,1.0,1,1125,1,1,1125,1125,1.0,1125.0,24,54,57,57,10,10,0,4.7,4.8,4.8,5.0,4.8,4.9,4.7,1,1,0,0,1.88,city scrape,Daniela,2023-11-11,within a few hours,100%,87%,f,Entire rental unit,Entire home/apt,"[""Hot water kettle"", ""Lake access"", ""Bathtub"", ""Noise decibel monitors on property"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Private entrance"", ""Central heating"", ""Dishes and silverware"", ""Kitchen"", ""Keypad"", ""Coffee maker: drip coffee maker"", ""Baking sheet"", ""Elevator"", ""Dining table"", ""Exterior security cameras on property"", ""Portable fans"", ""Bed linens"", ""Hangers"", ""Clothing storage"", ""Smoke alarm"", ""Paid street parking off premises"", ""Refrigerator"", ""Cleaning products"", ""Extra pillows and blankets"", ""Cooking basics"", ""Hot water"", ""TV"", ""Wifi"", ""Self check-in"", ""Room-darkening shades""]",$98.00,t,f
2400,1196462875207520859,20241229042300,1,1,46.216218,6.1312149,2,1.0,1.0,1.0,1,365,1,1,365,365,1.0,365.0,0,0,0,24,3,3,0,4.67,4.67,4.33,4.67,5.0,5.0,4.67,1,1,0,0,0.66,city scrape,Jonathan,2019-08-15,within a day,80%,31%,f,Entire rental unit,Entire home/apt,"[""Essentials"", ""Cleaning products"", ""Bathtub"", ""Hot water"", ""Dedicated workspace"", ""Wifi"", ""Central heating"", ""Smoking allowed"", ""Kitchen""]",$65.00,t,f
2401,1196547067356476734,20241229042300,2,2,46.20984,6.13764,2,1.0,1.0,1.0,1,30,1,1,1125,1125,1.0,1125.0,30,60,90,365,5,5,0,5.0,4.8,5.0,4.6,5.0,4.8,4.8,2,0,2,0,0.87,city scrape,Estelle,2016-03-27,within an hour,100%,100%,f,Private room in guest suite,Private room,"[""Hair dryer"", ""Long term stays allowed"", ""Hot water kettle"", ""Freezer"", ""Books and reading material"", ""Private entrance"", ""Central heating"", ""Dishes and silverware"", ""Housekeeping available every day - available at extra cost"", ""Crib - available upon request"", ""Paid dryer \u2013 In unit"", ""Essentials"", ""Elevator"", ""Shower gel"", ""Dining table"", ""Coffee"", ""Dedicated workspace"", ""Ceiling fan"", ""High chair"", ""Bed linens"", ""Hangers"", ""Portable fans"", ""Iron"", ""Sound system"", ""Clothing storage"", ""Body soap"", ""Coffee maker: espresso machine"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Refrigerator"", ""Microwave"", ""Free street parking"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private sauna"", ""Paid parking on premises"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Room-darkening shades"", ""Paid washer \u2013 In unit""]",$139.00,t,t
2402,1196562899990754052,20241229042300,7,7,46.2077250812958,6.1423997923377,2,1.0,1.0,1.0,1,365,1,1,365,365,1.0,365.0,18,18,18,25,0,0,0,4.7,4.8,4.7,4.8,4.8,4.8,4.6,7,4,3,0,1.0,city scrape,Cameron Höschgasse,2022-06-10,within an hour,100%,94%,f,Entire rental unit,Entire home/apt,"[""Wifi"", ""Kitchen"", ""TV"", ""Air conditioning""]",$111.00,t,t
2403,1197108381423095569,20241229042300,1,1,46.19977,6.16836,2,1.2,1.0,1.6,1,365,1,1,365,365,1.0,365.0,0,0,0,0,23,23,4,4.52,4.61,4.48,4.78,4.74,4.74,4.39,1,1,0,0,4.18,previous scrape,Selim,2024-07-06,within an hour,100%,100%,t,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Conditioner"", ""Long term stays allowed"", ""Hot water kettle"", ""Bathtub"", ""Freezer"", ""Books and reading material"", ""Wine glasses"", ""Dishes and silverware"", ""Kitchen"", ""Other electric stove"", ""Baking sheet"", ""Elevator"", ""Pets allowed"", ""Shower gel"", ""Dining table"", ""Coffee"", ""Portable fans"", ""Bed linens"", ""Hangers"", ""Lockbox"", ""Clothing storage: closet"", ""Oven"", ""Body soap"", ""Refrigerator"", ""Radiant heating"", ""Cleaning products"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Self check-in"", ""Room-darkening shades"", ""Coffee maker: espresso machine""]",,t,t
2404,1197828817663498723,20241229042300,1,1,46.21061,6.14565,3,1.0,1.0,2.0,2,5,2,2,5,5,2.0,5.0,6,9,39,39,13,13,1,4.85,5.0,4.85,5.0,5.0,4.85,4.92,1,1,0,0,2.31,city scrape,Francisco,2021-01-01,within an hour,100%,91%,t,Entire condo,Entire home/apt,"[""Hair dryer"", ""Hot water kettle"", ""Bathtub"", ""Freezer"", ""Stove"", ""Laundromat nearby"", ""Washer"", ""Wine glasses"", ""Dishes and silverware"", ""Kitchen"", ""Shower gel"", ""Dining table"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Ethernet connection"", ""Bed linens"", ""Hangers"", ""Iron"", ""Host greets you"", ""Refrigerator"", ""Dishwasher"", ""Microwave"", ""Cooking basics"", ""TV"", ""Wifi"", ""Blender""]",$145.00,t,f
2405,1198460552372065508,20241229042300,1,1,46.20138,6.1468,4,1.0,1.0,2.0,2,14,1,2,14,14,2.0,14.0,3,3,31,121,0,0,0,4.7,4.8,4.7,4.8,4.8,4.8,4.6,1,1,0,0,1.0,city scrape,Skender,2022-07-29,within a day,75%,17%,f,Entire rental unit,Entire home/apt,"[""Kitchen"", ""Washer"", ""Pets allowed""]",$130.00,t,f
2406,1198598521420375445,20241229042300,1,3,46.18826,6.13614,4,1.0,1.0,1.0,2,365,2,4,365,365,2.0,365.0,14,41,64,281,12,12,0,4.83,4.83,4.75,5.0,5.0,4.92,4.5,1,1,0,0,2.69,city scrape,Pedro,2012-11-27,within an hour,100%,98%,f,Entire rental unit,Entire home/apt,"[""Long term stays allowed"", ""Freezer"", ""Stove"", ""Washer"", ""Central heating"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Shared backyard"", ""Shower gel"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Lockbox"", ""Iron"", ""Drying rack for clothing"", ""Clothing storage"", ""Oven"", ""Body soap"", ""Microwave"", ""Cleaning products"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Hot water"", ""TV"", ""Shampoo"", ""Wifi"", ""Self check-in""]",$118.00,t,f
2407,1199172704051747081,20241229042300,7,7,46.2134,6.145529,3,1.2,1.0,1.6,1,365,1,7,14,731,3.0,496.6,21,45,75,112,0,0,0,4.7,4.8,4.7,4.8,4.8,4.8,4.6,5,0,5,0,1.0,previous scrape,Hotel Royal,2024-03-08,within an hour,100%,100%,f,Room in hotel,Private room,"[""Hair dryer"", ""Conditioner"", ""Washer"", ""Essentials"", ""Elevator"", ""Shower gel"", ""Dining table"", ""Coffee"", ""Dedicated workspace"", ""Bed linens"", ""Exercise equipment"", ""Iron"", ""Coffee maker"", ""Kitchenette"", ""Gym"", ""Smoke alarm"", ""Body soap"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Microwave"", ""Sauna"", ""Safe"", ""Crib"", ""Heating"", ""Mini fridge"", ""Paid parking on premises"", ""Dryer"", ""Hot water"", ""TV"", ""Air conditioning"", ""Shampoo"", ""Wifi"", ""Room-darkening shades""]",,t,t
2408,1199172704540758240,20241229042300,7,7,46.2134,6.145529,2,1.0,1.0,1.0,1,365,1,7,14,731,3.2,472.3,26,56,86,123,0,0,0,4.7,4.8,4.7,4.8,4.8,4.8,4.6,5,0,5,0,1.0,city scrape,Hotel Royal,2024-03-08,within an hour,100%,100%,f,Room in hotel,Private room,"[""Essentials"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Iron"", ""Sauna"", ""Long term stays allowed"", ""Crib"", ""Heating"", ""Paid parking on premises"", ""Gym"", ""Smoke alarm"", ""Hot water"", ""TV"", ""Air conditioning"", ""Shampoo"", ""Wifi"", ""Dedicated workspace"", ""Kitchen""]",$495.00,t,t
2409,1199292666596852213,20241229042300,3,3,46.212814,6.144938,2,1.0,1.0,1.0,1,365,1,1,14,731,1.0,456.7,30,60,90,128,5,5,0,4.4,4.8,4.8,5.0,4.8,4.8,4.8,3,0,3,0,1.11,city scrape,Hotel Auteuil,2024-03-08,within an hour,100%,100%,f,Room in hotel,Private room,"[""Hair dryer"", ""Dryer \u2013 In building"", ""Essentials"", ""Dedicated workspace"", ""Exercise equipment"", ""Washer \u2013\u00a0In building"", ""Iron"", ""Coffee maker"", ""Gym"", ""Smoke alarm"", ""EV charger"", ""Luggage dropoff allowed"", ""Safe"", ""Crib"", ""Heating"", ""Paid parking on premises"", ""Hot water"", ""TV"", ""Air conditioning"", ""Shampoo"", ""Wifi""]",$170.00,t,t
2410,1200070219764377997,20241229042300,1,1,46.20441,6.15739,3,0.0,0.0,1.0,1,365,1,3,365,365,1.7,365.0,28,58,88,88,0,0,0,4.7,4.8,4.7,4.8,4.8,4.8,4.6,1,1,0,0,1.0,city scrape,Alex,2019-09-05,a few days or more,33%,0%,f,Entire rental unit,Entire home/apt,"[""Kitchen"", ""Washer"", ""Carbon monoxide alarm""]",$180.00,t,f
2411,1200594224655597921,20241229042300,10,11,46.197,6.14315,1,1.0,1.0,1.0,10,365,10,10,365,365,10.0,365.0,16,36,66,341,0,0,0,4.7,4.8,4.7,4.8,4.8,4.8,4.6,10,10,0,0,1.0,city scrape,Julia,2021-09-08,a few days or more,0%,34%,f,Entire rental unit,Entire home/apt,"[""Hot water kettle"", ""Freezer"", ""Stove"", ""Washer"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Kitchen"", ""Elevator"", ""Dining table"", ""Dedicated workspace"", ""Bed linens"", ""Hangers"", ""Clothing storage"", ""Paid parking off premises"", ""Smoke alarm"", ""Fire extinguisher"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Microwave"", ""Heating"", ""Cleaning products"", ""Extra pillows and blankets"", ""Mini fridge"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""Cleaning available during stay"", ""Wifi""]",$59.00,t,f
2412,1200602982720811673,20241229042300,1,1,46.24131,6.19718,2,1.0,1.0,1.0,28,365,28,28,365,365,28.0,365.0,28,58,88,91,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.24,city scrape,Isabelle,2023-08-24,within a few hours,100%,50%,f,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Long term stays allowed"", ""Hot water kettle"", ""Lake access"", ""Freezer"", ""Books and reading material"", ""Washer"", ""First aid kit"", ""Kitchen"", ""Coffee"", ""Dedicated workspace"", ""Bed linens"", ""Hangers"", ""Iron"", ""Coffee maker"", ""Clothing storage"", ""City skyline view"", ""Paid parking off premises"", ""Smoke alarm"", ""Oven"", ""Host greets you"", ""Fire extinguisher"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Microwave"", ""Extra pillows and blankets"", ""Cleaning available during stay"", ""Lake view"", ""Bay view"", ""Wifi"", ""Beach access \u2013 Beachfront"", ""Blender"", ""Room-darkening shades""]",$130.00,t,f
2413,1200678552975549000,20241229042300,22,131,46.26668,6.20956,12,6.0,6.0,6.0,14,365,14,14,365,365,14.0,365.0,28,58,88,152,0,0,0,4.7,4.8,4.7,4.8,4.8,4.8,4.6,1,1,0,0,1.0,city scrape,Julian,2015-09-09,within an hour,100%,100%,t,Entire home,Entire home/apt,"[""Long term stays allowed"", ""Stove"", ""Washer"", ""Outdoor furniture"", ""Private entrance"", ""Dishes and silverware"", ""Kitchen"", ""Babysitter recommendations"", ""Essentials"", ""Dining table"", ""Coffee"", ""Dedicated workspace"", ""Bed linens"", ""TV with standard cable"", ""Sound system"", ""Coffee maker"", ""Clothing storage"", ""Children\u2019s dinnerware"", ""Toaster"", ""Patio or balcony"", ""EV charger"", ""Refrigerator"", ""Dishwasher"", ""Microwave"", ""Sauna"", ""Outdoor kitchen"", ""Crib"", ""Backyard"", ""Baby bath"", ""Children\u2019s books and toys"", ""Cooking basics"", ""Game console"", ""Wifi""]","$9,726.00",t,f
2414,1200841041613919887,20241229042300,1,6,46.19689,6.16005,1,0.5,1.0,1.0,2,7,2,2,7,7,2.0,7.0,18,48,78,353,0,0,0,4.7,4.8,4.7,4.8,4.8,4.8,4.6,1,0,1,0,1.0,city scrape,Celine,2012-09-13,within a day,100%,40%,f,Private room in rental unit,Private room,"[""Outdoor dining area"", ""Piano"", ""TV"", ""Dedicated workspace"", ""Wifi"", ""Kitchen""]",$65.00,t,f
2415,1201575722259991162,20241229042300,1,1,46.21343,6.1336,2,1.0,1.0,1.0,1,99,1,7,99,99,2.6,99.0,7,32,62,124,28,28,4,4.93,4.93,4.86,4.93,4.93,4.82,4.93,1,1,0,0,5.71,city scrape,Francieli,2024-07-06,within an hour,100%,95%,t,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Conditioner"", ""Long term stays allowed"", ""Hot water kettle"", ""Bathtub"", ""Stove"", ""Wine glasses"", ""First aid kit"", ""Central heating"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Shower gel"", ""Portable fans"", ""Bed linens"", ""Iron"", ""Clothing storage"", ""Oven"", ""Body soap"", ""Microwave"", ""Cleaning products"", ""Extra pillows and blankets"", ""Mini fridge"", ""Cooking basics"", ""Hot water"", ""TV"", ""Shampoo"", ""Wifi"", ""Room-darkening shades"", ""Coffee maker: espresso machine""]",$92.00,t,f
2416,1201835686905866344,20241229042300,2,2,46.2108799,6.1461935,2,1.0,1.0,1.0,1,365,1,1,365,365,1.0,365.0,29,59,89,269,0,0,0,4.7,4.8,4.7,4.8,4.8,4.8,4.6,1,1,0,0,1.0,city scrape,Paul,2011-04-04,,,100%,f,Entire rental unit,Entire home/apt,"[""Refrigerator"", ""Dishwasher"", ""Baking sheet"", ""Cooking basics"", ""Washer"", ""TV"", ""Oven"", ""Wine glasses"", ""Dedicated workspace"", ""Wifi"", ""Toaster"", ""Dishes and silverware"", ""Kitchen""]",$115.00,,f
2417,1201903502258044549,20241229042300,2,2,46.1651681,6.1395884,4,2.0,2.0,3.0,14,90,14,14,90,90,14.0,90.0,27,57,87,362,0,0,0,4.7,4.8,4.7,4.8,4.8,4.8,4.6,2,2,0,0,1.0,city scrape,Melina,2013-01-21,within a day,100%,100%,f,Entire home,Entire home/apt,"[""Hair dryer"", ""Outdoor dining area"", ""Free parking on premises"", ""Wifi"", ""Heating"", ""Clothing storage"", ""Bathtub"", ""Washer"", ""Hot water"", ""TV"", ""BBQ grill"", ""Dedicated workspace"", ""First aid kit"", ""Indoor fireplace"", ""Kitchen"", ""Bed linens"", ""Hangers"", ""Fire extinguisher""]",$280.00,t,f
2418,1202029030897311542,20241229042300,2,3,46.22672,6.07179,4,1.0,1.0,2.0,90,365,15,90,365,365,85.4,365.0,5,5,5,210,0,0,0,4.7,4.8,4.7,4.8,4.8,4.8,4.6,2,1,1,0,1.0,city scrape,Lisa,2015-11-16,within a few hours,80%,44%,f,Entire rental unit,Entire home/apt,"[""Bowling alley"", ""Hair dryer"", ""Conditioner"", ""Long term stays allowed"", ""Hot water kettle"", ""Lake access"", ""Bathtub"", ""Freezer"", ""Books and reading material"", ""Stove"", ""Washer"", ""Wine glasses"", ""Outdoor furniture"", ""Mosquito net"", ""First aid kit"", ""Trash compactor"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Baking sheet"", ""Elevator"", ""Pets allowed"", ""Shower gel"", ""Dining table"", ""Coffee"", ""Dedicated workspace"", ""Bed linens"", ""Hangers"", ""Exercise equipment"", ""Iron"", ""Coffee maker"", ""Drying rack for clothing"", ""Clothing storage"", ""Paid parking off premises"", ""Oven"", ""Toaster"", ""Body soap"", ""Outdoor dining area"", ""Hammock"", ""Host greets you"", ""Patio or balcony"", ""Free parking on premises"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Hockey rink"", ""Microwave"", ""Board games"", ""Free street parking"", ""Heating"", ""Cleaning products"", ""Extra pillows and blankets"", ""Cleaning available during stay"", ""Mini fridge"", ""Paid parking on premises"", ""Cooking basics"", ""Hot water"", ""TV"", ""Shampoo"", ""Wifi"", ""Blender"", ""Room-darkening shades""]",$90.00,t,f
2419,1202134216075700686,20241229042300,1,2,46.19968,6.1374,6,1.0,2.0,3.0,2,20,2,2,20,20,2.0,20.0,11,23,37,205,4,4,1,5.0,5.0,4.75,4.75,5.0,5.0,4.25,1,1,0,0,1.41,city scrape,Elisabeth,2016-11-09,within a few hours,100%,67%,f,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Hot water kettle"", ""Bathtub"", ""Freezer"", ""Books and reading material"", ""Simems  refrigerator"", ""Indoor fireplace"", ""Dishes and silverware"", ""Central heating"", ""Kitchen"", ""Coffee maker: Nespresso"", ""Dining table"", ""Bed linens"", ""Iron"", ""Other gas stove"", ""Dishwasher"", ""Cleaning products"", ""Single oven"", ""Paid parking on premises"", ""Cooking basics"", ""Hot water"", ""TV"", ""Wifi"", ""Blender""]",$290.00,t,f
2420,1202221865078805787,20241229042300,1,1,46.21671,6.13301,4,2.0,3.0,5.0,5,14,5,5,14,14,5.0,14.0,0,4,7,143,0,0,0,4.7,4.8,4.7,4.8,4.8,4.8,4.6,1,1,0,0,1.0,city scrape,Marius Adrian,2024-07-16,within an hour,100%,100%,f,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Hot water kettle"", ""Bathtub"", ""Freezer"", ""Books and reading material"", ""Stove"", ""Washer"", ""Piano"", ""Wine glasses"", ""Dishes and silverware"", ""Kitchen"", ""Baking sheet"", ""Dining table"", ""Dedicated workspace"", ""Bed linens"", ""Hangers"", ""Iron"", ""Sound system"", ""Coffee maker"", ""Clothing storage"", ""Oven"", ""Toaster"", ""Refrigerator"", ""Dishwasher"", ""Extra pillows and blankets"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""TV"", ""Wifi"", ""Blender"", ""Room-darkening shades""]",$200.00,t,f
2421,1202260958948048514,20241229042300,1,12,46.21659,6.11182,2,1.2,1.0,1.6,7,40,7,7,40,40,7.0,40.0,0,0,0,0,0,0,0,4.7,4.8,4.7,4.8,4.8,4.8,4.6,1,1,0,0,1.0,previous scrape,Mo,2013-04-30,within a few hours,100%,25%,f,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Iron"", ""Cooking basics"", ""Washer"", ""Dedicated workspace"", ""Wifi"", ""Kitchen"", ""Free parking on premises""]",,t,f
